"https://www.nytimes.com/services/xml/rss/nyt/HomePage.xml", NYTimes
"https://chaski.huffpost.com/us/auto/vertical/us-news", Huffington Post
"http://feeds.foxnews.com/foxnews/latest", Fox News
"https://rss.politico.com/politics-news.xml", Politico
"https://www.yahoo.com/news/rss", Yahoo News
"http://www.npr.org/rss/rss.php?id=1001", NPR
"https://www.latimes.com/local/rss2.0.xml", LA Times
"https://nypost.com/feed/", NY Post
"http://feeds.abcnews.com/abcnews/topstories", ABC News
"https://feeds.nbcnews.com/nbcnews/public/news", NBC News
"http://feeds.feedburner.com/breitbart", Brietbart
"http://www.newsweek.com/rss", NewsWeek
"https://www.chicagotribune.com/rss2.0.xml", ChicagoTribune
"https://www.salon.com/feed", Salon
"https://www.nydailynews.com/feed/", NY Daily News
"https://www.boston.com/feed/", Boston 
"https://ktla.com/feed/", KTLA
"http://www.washingtontimes.com/rss/headlines/news/", Washington Times
"https://chicago.suntimes.com/rss/index.xml", Chicago Sun Times
"https://theintercept.com/feed/?lang=en", The Intercept
"https://www.dailyherald.com/rss/feed/?feed=news_top5", Daily Herald
"https://www.neefina.com/feed/", Neefina
"https://www.cbsnews.com/latest/rss/main", CBS
"https://www.newsmax.com/rss/Newsfront/16/", Newsmax NewsFront
"https://www.dailywire.com/feeds/rss.xml", The Daily Wire
"https://feeds.feedburner.com/dailycaller", The Daily Caller
"https://feeds.washingtonpost.com/rss/politics?itid=lk_inline_manual_2", Washington Post Politics
"https://www.vox.com/rss/index.xml", Vox
"https://dailykos.com/blogs/main.rss", Daily Kos
"https://www.tmz.com/rss", TMZ
"https://eol-feeds.eonline.com/rssfeed/us/top_stories", E! Online
"https://www.buzzfeed.com/celebrity.xml", Buzzfeed Celebrity
"https://www.etonline.com/news/rss", ET Online
"https://deadline.com/feed/", Deadline
"http://www.vanityfair.com/rss", Vanity Fair
"http://hellomagazine.com/rss.xml", Hello Magazine
"https://www.intouchweekly.com/?feed=posts-p1", In Touch
"https://www.thehollywoodgossip.com/feed", The Hollywood Gossip
"https://www.hollywoodreporter.com/feed/", The Hollywood Reporter
"https://www.thedailybeast.com/arc/outboundfeeds/rss/articles/", The Daily Beast
"https://www.newyorker.com/feed/everything", The New Yorker
"https://slate.com/feeds/all.rss", Slate
"https://www.axios.com/feeds/feed.rss", Axios
"https://www.theguardian.com/us/rss", Guardian US
"https://theintercept.com/feed/?rss", The Intercept
"https://www.propublica.org/feeds/propublica/main", ProPublica
"https://time.com/feed/", Time
"https://feeds.washingtonpost.com/rss/national?itid=lk_inline_manual_32", Washington Post - National News
"https://feeds.bbci.co.uk/news/rss.xml#", BBC
"http://feeds.marketwatch.com/marketwatch/topstories/", Market Watch
"https://www.realclearpolitics.com/index.xml", RealClearPolitics Blog
"https://thehill.com/homenews/feed/", The Hill
"https://thedispatch.com/feed/", The Dispatch
"https://feed.theepochtimes.com/us/feed", The Epoch Times
"https://theamericanconservative.com/articles/feed/", The American Conservative
"https://spectator.org/rss", The American Spectator
"https://www.dailymail.co.uk/articles.rss", DailyMail
"https://thefederalist.com/rss/", The Federalist
"https://www.nationalreview.com/feed/", The National Review
"https://feeds.a.dj.com/rss/RSSWorldNews.xml", WSJ Worldnews
"https://feeds.a.dj.com/rss/WSJcomUSBusiness.xml", WSJ USBusiness
"https://feeds.a.dj.com/rss/RSSMarketsMain.xml", WSJ Markets
"https://www.economist.com/the-world-this-week/rss.xml", Economist The World This Week
"https://www.oann.com/category/newsroom/feed", One America News Network
"https://www.voanews.com/api/zqbomekvi_", Voice of America USA
"https://rss.csmonitor.com/feeds/all", Christian Science Monitor
"https://www.bostonherald.com/feed/", Boston Herald
"https://www.theverge.com/rss/index.xml", The Verge -  All Posts
"http://feeds.arstechnica.com/arstechnica/index", Ars Technica
"https://www.wired.com/feed/rss", Wired
"http://rss.slashdot.org/Slashdot/slashdotMain", Slashdot
"https://www.engadget.com/rss.xml", https://www.engadget.com/
"https://techcrunch.com/feed", TechCrunch
"https://www.techradar.com/feeds.xml", TechRadar

